City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Udachnyy,RU,2021-04-13 06:48:27,66.4167,112.4,30.69,90,100,21.34
296,Buchanan,LR,2021-04-13 06:43:45,5.8808,-10.0467,75.2,100,40,1.52
297,Aykhal,RU,2021-04-13 06:48:28,66.0,111.5,28.74,94,100,19.51
298,Medea,DZ,2021-04-13 06:48:28,36.2642,2.7539,53.6,94,40,3.36
299,Ostrovnoy,RU,2021-04-13 06:48:28,68.0531,39.5131,32.77,97,100,7.27
300,Coos Bay,US,2021-04-13 06:48:29,43.3665,-124.2179,46.99,87,1,11.5
301,Stornoway,GB,2021-04-13 06:48:29,58.2093,-6.3865,34.0,86,75,1.14
302,La Ronge,CA,2021-04-13 06:48:30,55.1001,-105.2842,24.8,68,98,2.3
303,Kavieng,PG,2021-04-13 06:48:30,-2.5744,150.7967,81.36,73,100,8.43
304,Shenavan,AM,2021-04-13 06:48:30,40.0549,43.9288,55.4,47,75,6.91
305,Caravelas,BR,2021-04-13 06:48:31,-17.7125,-39.2481,70.7,85,24,5.84
306,Sorland,NO,2021-04-13 06:48:31,67.667,12.6934,35.6,75,0,1.14
307,Parral,MX,2021-04-13 06:45:18,26.9333,-105.6667,57.36,24,0,4.59
308,Vao,NC,2021-04-13 06:48:32,-22.6667,167.4833,74.35,90,95,8.75
309,Qaqortoq,GL,2021-04-13 06:48:32,60.7167,-46.0333,32.0,64,20,2.3
310,Port Blair,IN,2021-04-13 06:48:32,11.6667,92.75,85.86,67,16,9.95
311,Shache,CN,2021-04-13 06:48:33,38.4167,77.2406,66.29,23,87,11.88
312,Straumen,NO,2021-04-13 06:48:33,63.8709,11.2999,37.99,69,75,11.5
313,Soe,ID,2021-04-13 06:48:33,-9.8607,124.284,75.27,75,11,4.54
314,Touba,CI,2021-04-13 06:48:34,8.2833,-7.6833,71.37,85,31,5.64
315,Shimoda,JP,2021-04-13 06:48:35,34.6667,138.95,60.8,94,75,11.5
316,Saint-Augustin,CA,2021-04-13 06:48:35,51.226,-58.6502,34.74,75,100,19.44
317,Vestmannaeyjar,IS,2021-04-13 06:48:35,63.4427,-20.2734,40.55,79,37,7.05
318,Muscat,OM,2021-04-13 06:48:25,23.6139,58.5922,89.6,55,0,9.22
319,Kruisfontein,ZA,2021-04-13 06:48:36,-34.0033,24.7314,69.73,75,96,4.59
320,Wick,GB,2021-04-13 06:48:36,58.4333,-3.0833,32.0,93,38,5.75
321,Gumdag,TM,2021-04-13 06:47:09,39.2061,54.5906,75.85,18,0,25.26
322,The Valley,AI,2021-04-13 06:48:37,18.217,-63.0578,78.8,83,20,10.36
323,Inhambane,MZ,2021-04-13 06:48:38,-23.865,35.3833,77.0,69,20,5.75
324,Camacupa,AO,2021-04-13 06:48:38,-12.0167,17.4833,63.84,83,100,4.5
325,West Wendover,US,2021-04-13 06:48:38,40.7391,-114.0733,43.52,24,0,3.06
326,Sabha,LY,2021-04-13 06:48:39,27.0377,14.4283,75.9,8,1,3.85
327,Estelle,US,2021-04-13 06:47:11,29.8458,-90.1067,66.99,88,1,6.91
328,Shenjiamen,CN,2021-04-13 06:48:39,29.9576,122.298,55.72,85,94,14.16
329,Nuevitas,CU,2021-04-13 06:48:39,21.5453,-77.2644,75.2,88,20,3.44
330,Port Macquarie,AU,2021-04-13 06:46:53,-31.4333,152.9167,68.0,61,0,1.99
331,Riyadh,SA,2021-04-13 06:47:30,24.6877,46.7219,87.8,18,0,5.75
332,Saint-Pierre,RE,2021-04-13 06:48:40,-21.3393,55.4781,86.0,62,0,19.57
333,Minab,IR,2021-04-13 06:48:41,27.1467,57.0801,95.0,28,2,6.91
334,Mitsamiouli,KM,2021-04-13 06:48:41,-11.3847,43.2844,83.03,72,100,8.3
335,Banepa,NP,2021-04-13 06:48:41,27.6298,85.5214,80.6,22,20,3.44
336,Yashkul,RU,2021-04-13 06:48:41,46.1711,45.3435,65.91,36,44,12.28
337,Turukhansk,RU,2021-04-13 06:48:42,65.8167,87.9833,30.16,90,100,18.92
338,Fare,PF,2021-04-13 06:48:42,-16.7,-151.0167,81.68,72,100,9.44
339,Yumen,CN,2021-04-13 06:48:43,40.2833,97.2,50.61,29,0,3.11
340,Sur,OM,2021-04-13 06:48:43,22.5667,59.5289,87.6,47,0,7.78
341,Thunder Bay,CA,2021-04-13 06:47:16,48.4001,-89.3168,41.0,100,90,6.91
342,Terekli-Mekteb,RU,2021-04-13 06:48:44,44.1671,45.8698,61.34,55,83,9.95
343,Vanimo,PG,2021-04-13 06:48:44,-2.6741,141.3028,81.81,80,83,3.24
344,Moranbah,AU,2021-04-13 06:48:44,-22.0016,148.0466,80.65,41,72,17.74
345,Sola,VU,2021-04-13 06:48:45,-13.8833,167.55,82.4,94,75,11.56
346,Belaya Gora,RU,2021-04-13 06:48:45,68.5333,146.4167,10.96,79,85,6.82
347,Mwense,ZM,2021-04-13 06:48:45,-10.3845,28.698,68.45,89,94,4.99
348,Beyla,GN,2021-04-13 06:48:46,8.6833,-8.6333,68.54,86,19,3.33
349,Kamaishi,JP,2021-04-13 06:48:46,39.2667,141.8833,60.8,67,75,27.63
350,Porto Santo,PT,2021-04-13 06:48:46,33.072,-16.3415,66.2,88,40,5.75
351,Basco,PH,2021-04-13 06:48:47,20.4487,121.9702,78.49,75,9,12.26
352,Aksu,CN,2021-04-13 06:48:47,41.1231,80.2644,62.67,24,100,8.46
353,Waspan,NI,2021-04-13 06:48:48,14.7419,-83.9717,74.23,90,98,2.35
354,Tuatapere,NZ,2021-04-13 06:48:48,-46.1333,167.6833,54.0,95,97,3.31
355,Buala,SB,2021-04-13 06:48:49,-8.145,159.5921,82.09,79,66,5.26
356,Badiraguato,MX,2021-04-13 06:48:49,25.3667,-107.5167,63.0,88,0,3.11
357,Lompoc,US,2021-04-13 06:48:49,34.6391,-120.4579,51.8,82,100,8.05
358,Pierre,US,2021-04-13 06:45:47,44.3683,-100.351,37.4,48,90,24.16
359,Pacific Grove,US,2021-04-13 06:48:50,36.6177,-121.9166,51.8,82,90,8.05
360,Pemberton,CA,2021-04-13 06:48:50,50.3164,-122.8027,39.2,75,3,1.14
361,Mariental,NA,2021-04-13 06:48:50,-24.6333,17.9667,74.44,30,0,11.74
362,Byron Bay,AU,2021-04-13 06:48:51,-28.65,153.6167,73.4,52,0,9.22
363,Kaura Namoda,NG,2021-04-13 06:48:51,12.5898,6.5779,84.96,9,1,8.55
364,Arani,IN,2021-04-13 06:48:51,12.6667,79.2833,94.86,36,100,7.52
365,Port Hawkesbury,CA,2021-04-13 06:48:52,45.6169,-61.3485,42.01,100,90,11.5
366,Praia Da Vitoria,PT,2021-04-13 06:48:52,38.7333,-27.0667,60.8,94,20,11.3
367,Grand-Santi,GF,2021-04-13 06:48:53,4.25,-54.3833,71.82,99,70,2.08
368,Diego De Almagro,CL,2021-04-13 06:48:13,-26.3667,-70.05,60.82,41,0,0.56
369,Rawson,AR,2021-04-13 06:48:53,-43.3002,-65.1023,63.73,56,0,8.66
370,Yulara,AU,2021-04-13 06:48:53,-25.2406,130.9889,93.2,20,93,17.27
371,Dioknisi,GE,2021-04-13 06:48:54,41.6293,42.3917,51.8,93,90,4.61
372,Sorong,ID,2021-04-13 06:48:54,-0.8833,131.25,85.71,67,13,9.06
373,Alta Floresta,BR,2021-04-13 06:48:54,-9.8756,-56.0861,70.77,96,68,2.42
374,Conceicao Do Castelo,BR,2021-04-13 06:48:55,-20.3683,-41.2439,62.01,100,0,1.5
375,Fairbanks,US,2021-04-13 06:45:42,64.8378,-147.7164,37.4,60,20,8.05
376,Tautira,PF,2021-04-13 06:48:56,-17.7333,-149.15,78.8,83,75,9.22
377,Plouzane,FR,2021-04-13 06:48:56,48.3833,-4.6167,41.0,93,0,5.75
378,Provideniya,RU,2021-04-13 06:48:56,64.3833,-173.3,17.38,93,100,15.59
379,Kudahuvadhoo,MV,2021-04-13 06:48:56,2.6708,72.8944,83.35,69,83,7.11
380,Faya,SA,2021-04-13 06:48:57,18.3851,42.4509,71.6,40,0,12.66
381,Marathon,US,2021-04-13 06:48:57,44.9,-89.7668,42.8,70,90,10.36
382,Puerto Leguizamo,CO,2021-04-13 06:48:57,-0.1934,-74.7819,69.15,99,100,1.52
383,Calbuco,CL,2021-04-13 06:48:58,-41.768,-73.1273,59.0,94,75,2.84
384,Codrington,AU,2021-04-13 06:48:58,-38.2667,141.9667,65.55,33,100,23.26
385,Amot,NO,2021-04-13 06:48:58,59.5714,7.9877,35.01,69,75,6.91
386,Komsomolskiy,UZ,2021-04-13 06:48:59,40.4272,71.7189,62.6,42,24,4.61
387,Leh,IN,2021-04-13 06:48:59,34.1667,77.5833,38.35,45,18,2.37
388,Hun,LY,2021-04-13 06:49:00,29.1268,15.9477,74.64,11,0,6.11
389,Salinopolis,BR,2021-04-13 06:49:00,-0.6136,-47.3561,78.04,87,100,7.87
390,Dingle,PH,2021-04-13 06:49:00,10.9995,122.6711,87.94,56,100,9.17
391,Grindavik,IS,2021-04-13 06:49:01,63.8424,-22.4338,39.2,93,75,9.22
392,Kushima,JP,2021-04-13 06:49:01,31.4583,131.2333,75.2,73,40,18.41
393,Sao Felix Do Xingu,BR,2021-04-13 06:49:01,-6.6447,-51.995,70.52,97,13,1.16
394,Sao Joao Da Barra,BR,2021-04-13 06:49:02,-21.6403,-41.0511,69.19,86,0,9.89
395,Biloela,AU,2021-04-13 06:49:02,-24.4167,150.5,79.36,33,37,5.66
396,Puerto Maldonado,PE,2021-04-13 06:49:02,-12.6,-69.1833,64.9,99,100,1.61
397,Fukue,JP,2021-04-13 06:49:03,32.6881,128.8419,62.6,72,40,14.97
398,Bubaque,GW,2021-04-13 06:49:03,11.2833,-15.8333,77.72,69,78,10.22
399,Kununurra,AU,2021-04-13 06:49:04,-15.7667,128.7333,96.8,28,100,3.44
400,Gonzalez,US,2021-04-13 06:49:04,30.5816,-87.2914,60.8,88,1,3.44
401,Port Maria,JM,2021-04-13 06:49:04,18.3685,-76.8895,73.99,94,44,2.3
402,Morondava,MG,2021-04-13 06:49:05,-20.2833,44.2833,82.54,53,100,6.49
403,Cedar City,US,2021-04-13 06:49:05,37.6775,-113.0619,42.01,28,1,2.51
404,Egvekinot,RU,2021-04-13 06:49:06,66.3167,-179.1667,6.75,76,100,13.82
405,Mahebourg,MU,2021-04-13 06:49:06,-20.4081,57.7,84.0,67,100,7.0
406,Khor,RU,2021-04-13 06:49:07,47.8861,134.9464,35.13,72,100,17.45
407,Oktyabrskiy,RU,2021-04-13 06:49:07,54.4815,53.471,54.75,78,96,5.21
408,Margate,GB,2021-04-13 06:48:59,51.3813,1.3862,42.01,77,2,6.04
409,Nemuro,JP,2021-04-13 06:49:08,43.3236,145.575,53.6,76,75,24.16
410,Smolenka,RU,2021-04-13 06:49:08,52.1352,113.4974,41.0,17,2,15.66
411,Alofi,NU,2021-04-13 06:49:09,-19.0595,-169.9187,75.2,94,75,1.14
412,Itoman,JP,2021-04-13 06:49:09,26.1247,127.6694,78.01,78,20,13.8
413,San Juan,AR,2021-04-13 06:47:01,-31.5375,-68.5364,61.14,40,0,2.24
414,San Quintin,MX,2021-04-13 06:49:09,30.4833,-115.95,56.95,83,34,7.25
415,Camacari,BR,2021-04-13 06:49:10,-12.6975,-38.3242,78.8,78,40,4.61
416,Mogadishu,SO,2021-04-13 06:49:10,2.0371,45.3438,86.0,62,75,5.75
417,Antofagasta,CL,2021-04-13 06:49:10,-23.65,-70.4,59.0,77,75,1.14
418,Huarmey,PE,2021-04-13 06:49:11,-10.0681,-78.1522,68.27,87,100,7.54
419,Labuhan,ID,2021-04-13 06:49:11,-6.8844,112.2051,85.26,67,14,5.41
420,Hofn,IS,2021-04-13 06:49:11,64.2539,-15.2082,37.6,55,6,4.94
421,Sinnamary,GF,2021-04-13 06:49:12,5.3833,-52.95,76.68,89,97,8.68
422,Buraydah,SA,2021-04-13 06:49:12,26.326,43.975,78.8,38,40,5.75
423,Hervey Bay,AU,2021-04-13 06:49:13,-25.2986,152.8535,73.0,58,0,5.99
424,Kachiry,KZ,2021-04-13 06:49:13,53.0675,76.1036,43.03,74,34,13.02
425,Jurado,CO,2021-04-13 06:49:13,7.1053,-77.7641,76.08,95,100,2.33
426,Shiringushi,RU,2021-04-13 06:49:13,53.8485,42.7676,60.58,42,14,12.93
427,Uglegorsk,RU,2021-04-13 06:49:14,49.0833,142.0333,42.84,92,100,14.07
428,Nchelenge,ZM,2021-04-13 06:49:14,-9.3451,28.734,69.62,86,96,6.93
429,Bahia Honda,CU,2021-04-13 06:49:14,22.9036,-83.1592,75.27,88,3,7.49
430,Cuautepec,MX,2021-04-13 06:49:15,16.7,-99.0,72.41,75,2,3.62
431,Hasaki,JP,2021-04-13 06:49:15,35.7333,140.8333,64.4,68,75,8.05
432,Marsh Harbour,BS,2021-04-13 06:49:16,26.5412,-77.0636,73.38,57,5,15.12
433,Paamiut,GL,2021-04-13 06:49:16,61.994,-49.6678,29.32,77,1,6.58
434,Waitati,NZ,2021-04-13 06:49:17,-45.75,170.5667,55.99,93,100,14.0
435,Shirokiy,RU,2021-04-13 06:49:17,49.758,129.523,30.34,39,100,17.76
436,Bouza,NE,2021-04-13 06:49:17,14.4229,6.0428,82.49,8,0,8.3
437,Maningrida,AU,2021-04-13 06:49:18,-12.0667,134.2667,89.56,42,3,4.43
438,Kihei,US,2021-04-13 06:49:18,20.785,-156.4656,71.6,78,1,8.05
439,Lata,PT,2021-04-13 06:49:18,40.1629,-8.3327,57.99,91,100,2.95
440,Pandan Niog,PH,2021-04-13 06:49:19,6.2282,120.5631,84.15,70,100,12.75
441,San Policarpo,PH,2021-04-13 06:49:19,12.1791,125.5072,80.87,83,17,7.65
442,Ugoofaaru,MV,2021-04-13 06:49:20,5.6667,73.0,83.25,69,100,0.51
443,Katsuura,JP,2021-04-13 06:49:20,35.1333,140.3,62.6,94,75,16.11
444,Manaus,BR,2021-04-13 06:49:21,-3.1019,-60.025,80.6,89,0,4.61
445,Kutum,SD,2021-04-13 06:49:21,14.2,24.6667,72.14,6,99,11.52
446,Kavaratti,IN,2021-04-13 06:49:21,10.5669,72.642,83.07,69,89,1.92
447,Yangcun,CN,2021-04-13 06:49:22,39.3639,117.0603,57.2,14,0,13.42
448,Samarai,PG,2021-04-13 06:49:22,-10.6167,150.6667,80.47,73,100,12.97
449,Honningsvag,NO,2021-04-13 06:49:22,70.9821,25.9704,31.6,69,61,13.98
450,Jardim,BR,2021-04-13 06:49:23,-21.4803,-56.1381,70.54,95,71,3.74
451,Muroto,JP,2021-04-13 06:49:23,33.2833,134.15,64.4,100,75,5.75
452,Nhamunda,BR,2021-04-13 06:49:24,-2.1861,-56.7131,73.33,96,45,1.99
453,Malindi,KE,2021-04-13 06:49:24,-3.2175,40.1191,84.2,79,40,13.8
454,Ninh Binh,VN,2021-04-13 06:49:24,20.2539,105.975,85.93,57,55,11.5
455,Harper,LR,2021-04-13 06:49:25,4.375,-7.7169,80.35,84,86,7.67
456,Saldanha,ZA,2021-04-13 06:49:25,-33.0117,17.9442,59.0,77,10,2.3
457,Yelniki,RU,2021-04-13 06:49:25,54.6207,43.876,59.85,45,68,12.24
458,Zvishavane,ZW,2021-04-13 06:49:26,-20.3267,30.0665,68.97,61,0,9.42
459,Alpena,US,2021-04-13 06:49:26,45.0617,-83.4327,44.6,100,90,5.68
460,Terre-De-Bas,GP,2021-04-13 06:49:26,15.8501,-61.6442,75.2,94,75,2.3
461,Jupiter,US,2021-04-13 06:49:27,26.9342,-80.0942,70.0,100,1,6.49
462,Venado Tuerto,AR,2021-04-13 06:49:27,-33.7456,-61.9688,54.0,99,0,4.0
463,Road Town,VG,2021-04-13 06:49:28,18.4167,-64.6167,77.0,93,100,6.98
464,Mushie,CD,2021-04-13 06:49:28,-3.0167,16.9,77.79,79,100,4.41
465,Serzhen-Yurt,RU,2021-04-13 06:49:29,43.1227,45.9858,53.6,76,90,6.71
466,Umiray,PH,2021-04-13 06:49:29,15.2206,121.4111,84.6,66,100,6.29
467,Karakol,KG,2021-04-13 06:49:30,42.4907,78.3936,55.78,37,25,5.41
468,Xudat,AZ,2021-04-13 06:49:30,41.631,48.681,60.28,54,10,6.44
469,Pathein,MM,2021-04-13 06:49:30,16.7833,94.7333,99.52,28,10,12.24
470,Sens,FR,2021-04-13 06:49:31,48.1667,3.3333,37.99,96,18,9.55
471,Baruun-Urt,MN,2021-04-13 06:49:31,46.6806,113.2792,41.59,18,79,17.83
472,Santa Maria,BR,2021-04-13 06:44:43,-29.6842,-53.8069,54.75,94,3,4.41
473,Kongoussi,BF,2021-04-13 06:49:32,13.3258,-1.5347,87.39,21,1,2.55
474,Akdepe,TM,2021-04-13 06:49:32,42.0551,59.3788,71.6,16,0,9.22
475,Rio Grande,BR,2021-04-13 06:49:32,-32.035,-52.0986,62.71,76,0,6.04
476,Winchester,GB,2021-04-13 06:49:33,51.0651,-1.3187,36.0,80,7,1.12
477,Canoinhas,BR,2021-04-13 06:49:33,-26.1772,-50.39,60.94,89,100,2.1
478,Waddan,LY,2021-04-13 06:49:34,29.1614,16.139,75.2,11,0,6.42
479,Xifeng,CN,2021-04-13 06:49:34,42.7372,124.7222,44.53,15,6,15.52
480,Padang,ID,2021-04-13 06:49:34,-0.9492,100.3543,87.8,70,20,5.75
481,Clyde,US,2021-04-13 06:49:35,41.3042,-82.9752,48.0,87,55,6.71
482,Santa Lucia,ES,2021-04-13 06:49:35,27.9117,-15.5407,68.0,77,20,5.75
483,Novoagansk,RU,2021-04-13 06:49:35,61.9449,76.6625,34.68,93,100,17.25
484,Sladkovo,RU,2021-04-13 06:49:36,55.5284,70.3385,39.54,97,100,8.19
485,Hailey,US,2021-04-13 06:49:36,43.5196,-114.3153,35.6,35,1,3.44
486,Kyra,RU,2021-04-13 06:49:37,49.5776,111.9753,43.29,22,26,14.16
487,Soria,ES,2021-04-13 06:49:37,41.6667,-2.6667,42.33,51,100,2.57
488,Quelimane,MZ,2021-04-13 06:49:38,-17.8786,36.8883,78.8,83,40,5.75
489,Shebunino,RU,2021-04-13 06:49:38,46.4339,141.8603,46.47,91,100,20.65
490,Bukoba,TZ,2021-04-13 06:49:38,-1.3317,31.8122,68.0,88,90,13.8
491,Kawhia,NZ,2021-04-13 06:49:38,-38.0651,174.8183,63.0,87,86,5.99
492,Abu Samrah,SY,2021-04-13 06:49:39,35.3029,37.1841,53.04,53,0,4.23
493,Pavino,RU,2021-04-13 06:49:39,59.1139,46.1414,41.63,98,100,7.34
494,Puerto Baquerizo Moreno,EC,2021-04-13 06:49:40,-0.9,-89.6,75.42,88,90,6.17
495,Hami,CN,2021-04-13 06:49:17,42.8,93.45,60.44,14,1,2.71
496,Qui Nhon,VN,2021-04-13 06:45:41,13.7667,109.2333,83.34,67,6,11.48
497,Camacha,PT,2021-04-13 06:49:40,33.0833,-16.3333,66.2,88,40,5.75
498,Elat,IL,2021-04-13 06:49:41,29.5581,34.9482,60.8,51,0,16.11
499,Tura,IN,2021-04-13 06:49:41,25.5198,90.2201,98.29,15,4,8.95
500,Tshane,BW,2021-04-13 06:49:42,-24.0196,21.8684,71.85,33,0,11.88
501,Hadrut,AZ,2021-04-13 06:49:42,39.52,47.0318,57.67,67,36,6.73
502,Kirakira,SB,2021-04-13 06:49:43,-10.4544,161.9205,81.86,81,96,5.82
503,Tecpan,GT,2021-04-13 06:49:43,14.7623,-90.9947,66.99,94,20,1.66
504,Morropon,PE,2021-04-13 06:49:43,-5.1822,-79.9689,73.96,73,77,0.87
505,Kargat,RU,2021-04-13 06:49:44,55.1956,80.2811,36.79,97,94,10.51
506,Wanning,CN,2021-04-13 06:49:44,18.8003,110.3967,83.05,64,23,8.05
507,Whitehorse,CA,2021-04-13 06:49:44,60.7161,-135.0538,33.8,60,75,13.8
508,Klaksvik,FO,2021-04-13 06:49:45,62.2266,-6.589,39.2,75,75,10.36
509,Kochinda,IN,2021-04-13 06:49:45,21.7333,84.35,100.4,19,20,2.3
510,Dossor,KZ,2021-04-13 06:49:46,47.5272,52.9811,67.14,22,0,16.44
511,Canutama,BR,2021-04-13 06:49:46,-6.5339,-64.3831,72.28,98,46,2.91
512,Zhigalovo,RU,2021-04-13 06:49:47,54.8097,105.1578,37.33,96,100,6.96
513,Buin,CL,2021-04-13 06:49:47,-33.7333,-70.75,68.0,58,0,3.56
514,Sidney,AU,2021-04-13 06:45:11,-33.8679,151.2073,68.0,52,0,17.27
515,Gamboma,CG,2021-04-13 06:49:48,-1.8764,15.8644,78.35,77,45,4.63
516,Kosikha,RU,2021-04-13 06:49:48,53.3617,84.5822,44.6,53,40,11.18
517,Walvis Bay,NA,2021-04-13 06:49:49,-22.9575,14.5053,82.4,24,0,20.71
518,Parvatipuram,IN,2021-04-13 06:49:49,18.7833,83.4333,102.49,22,48,4.27
519,Karlstad,SE,2021-04-13 06:49:49,59.3793,13.5036,33.8,100,75,4.61
520,Ranapur,IN,2021-04-13 06:49:50,22.65,74.5333,100.27,8,5,7.09
521,Todos Santos,MX,2021-04-13 06:49:50,23.45,-110.2167,63.0,85,0,5.01
522,Sangar,RU,2021-04-13 06:49:51,63.9242,127.4739,20.16,83,86,4.32
523,Boa Vista,BR,2021-04-13 06:49:51,2.8197,-60.6733,78.8,89,75,1.14
524,Polewali,ID,2021-04-13 06:49:52,-3.4324,119.3435,84.09,74,33,6.53
525,Dagup,PH,2021-04-13 06:49:52,16.6372,120.4456,84.4,55,99,7.83
526,Ola,RU,2021-04-13 06:44:53,59.5833,151.2833,18.66,61,15,0.56
527,Havelock,US,2021-04-13 06:46:02,34.8791,-76.9013,60.01,87,1,5.99
528,Matay,EG,2021-04-13 06:49:53,28.419,30.7792,64.92,32,0,13.71
529,Dhidhdhoo,MV,2021-04-13 06:49:53,6.8833,73.1,83.35,68,100,1.48
530,Jilib,SO,2021-04-13 06:49:53,0.4883,42.7854,91.02,51,100,3.94
531,Ilo,PE,2021-04-13 06:49:54,-17.6394,-71.3375,66.69,82,58,5.08
532,Puerto Narino,CO,2021-04-13 06:49:54,-3.7703,-70.3831,71.78,98,84,2.15
533,Viborg,DK,2021-04-13 06:49:55,56.4532,9.402,42.01,87,75,8.05
534,Manono,CD,2021-04-13 06:49:55,-7.3,27.4167,76.19,78,28,6.13
535,Hithadhoo,MV,2021-04-13 06:49:55,-0.6,73.0833,83.25,67,15,8.84
536,Ahuimanu,US,2021-04-13 06:49:56,21.4447,-157.8378,73.4,68,20,11.5
537,Kota,IN,2021-04-13 06:49:56,25.1833,75.8333,101.41,5,0,4.34
538,Kieta,PG,2021-04-13 06:49:57,-6.2167,155.6333,75.29,94,100,2.3
539,Sholapur,IN,2021-04-13 06:49:57,17.6833,75.9167,96.06,23,6,5.21
540,Villa Bruzual,VE,2021-04-13 06:49:57,9.3328,-69.1208,75.7,83,99,4.16
541,Arrifes,PT,2021-04-13 06:49:58,37.7667,-25.7,60.8,94,75,16.11
542,Ulaangom,MN,2021-04-13 06:49:58,49.9811,92.0667,56.46,18,16,8.14
543,Totma,RU,2021-04-13 06:49:59,59.9747,42.7642,45.72,94,100,8.28
544,Pisco,PE,2021-04-13 06:49:59,-13.7,-76.2167,66.2,82,0,5.75
545,Kloulklubed,PW,2021-04-13 06:49:59,7.0419,134.2556,77.0,94,90,13.11
546,Valer,NO,2021-04-13 06:50:00,60.6785,11.8331,34.0,74,99,5.01
547,Juneau,US,2021-04-13 06:46:00,58.3019,-134.4197,35.6,87,90,10.36
548,Mahajanga,MG,2021-04-13 06:50:00,-15.7167,46.3167,80.6,78,20,3.44
549,Adolfo Lopez Mateos,MX,2021-04-13 06:50:00,28.4667,-107.3,52.0,35,0,1.99
550,Mandurah,AU,2021-04-13 06:50:01,-32.55,115.7,69.01,55,15,7.0
551,Elk City,US,2021-04-13 06:50:01,35.412,-99.4043,48.2,49,1,14.97
552,Nueve De Julio,AR,2021-04-13 06:48:19,-35.4444,-60.8831,55.0,83,0,1.01
553,Resita,RO,2021-04-13 06:50:02,45.3008,21.8892,48.0,76,75,6.91
554,Flin Flon,CA,2021-04-13 06:45:05,54.7682,-101.865,24.19,78,100,12.37
555,Husavik,IS,2021-04-13 06:50:02,66.0449,-17.3389,41.0,60,0,18.41
556,Noumea,NC,2021-04-13 06:50:03,-22.2763,166.4572,78.01,100,90,11.5
557,Torata,PE,2021-04-13 06:50:03,-17.0769,-70.8433,62.31,50,100,1.52
558,Savannah Bight,HN,2021-04-13 06:50:03,16.45,-85.85,81.0,95,100,5.99
559,Misratah,LY,2021-04-13 06:45:06,32.3754,15.0925,64.92,70,100,4.32
560,Lakatoro,VU,2021-04-13 06:50:04,-16.0999,167.4164,81.07,81,97,6.76
561,Tucumcari,US,2021-04-13 06:50:04,35.1717,-103.725,46.4,39,1,9.22
562,Marataizes,BR,2021-04-13 06:47:07,-21.0433,-40.8244,70.79,77,1,6.82
563,Galle,LK,2021-04-13 06:50:04,6.0367,80.217,84.07,68,67,7.2
564,College Place,US,2021-04-13 06:50:05,46.0493,-118.3883,46.0,33,1,19.57
565,Kazaki,RU,2021-04-13 06:50:05,52.6248,38.2649,59.81,49,100,13.38
566,Adrar,MR,2021-04-13 06:50:06,20.5022,-10.0711,71.91,16,8,11.25
